system,conc,temp,SLT_IDs,n_step,n_deriv,dir,pdbfile,dcdfile,resfiles,ff_files
p4444_tfa_water,0.05,300,90,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,130,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,77,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,159,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,95,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,63,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,154,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,101,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,55,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,134,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,187,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,144,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,80,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,129,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,53,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,46,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,2,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,149,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,65,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,16,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,119,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,164,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,28,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,60,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,15,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,84,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,42,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,41,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,176,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,6,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,163,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,158,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,152,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
p4444_tfa_water,0.05,300,8,3857,3858,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst,npt_final-4.pdb,md_npt-4.dcd,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted_residues.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted_residues.xml,/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TFA_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/HOH_sorted.xml:/storage/home/hhive1/sparmar32/projects/HTMD/force_field/OPLS/example_lcst/TBP_sorted.xml
